Возраст;Субъект;Пол;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
35-39 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;8,7;7,1;6,8;7,5;7,1;6,8;6,2;5,8;5,9;5,6;6,3
35-39 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;8,4;6,8;6,3;7,3;6,9;6,2;5,6;5,3;5,4;5;5,5
35-39 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;9,6;8,1;8,3;8,1;7,6;9;8;7,5;7,6;7,6;8,9
35-39 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;5,6;4,8;4,4;5,1;4,7;4,6;4,1;3,9;3,8;3,7;4,3
35-39 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;5,2;4,5;4;4,9;4,4;4,1;3,7;3,5;3,5;3,3;3,7
35-39 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;6,6;5,7;5,7;5,9;5,8;6,1;5,5;5,4;5;5,4;6,5
40-44 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;2,8;3,4;3,4;3;3;3,3;2,5;2,8;2,6;3,2;3,5
40-44 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;2,6;3,2;3,1;2,9;2,8;3,3;2,6;2,7;2,1;3;3,5
40-44 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;3,4;3,9;4,3;3,1;3,5;3,4;2,2;3,2;4,3;4,3;3,6
40-44 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;11,4;9,8;9,9;9,5;9,4;9,8;7,9;9,5;8,4;8,6;10,2
40-44 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;10,3;9,4;9,2;8,9;9,1;9,8;7,8;8,9;8,1;8;9,3
40-44 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;13,6;10,8;11,4;11;10,1;9,6;8,3;11,4;9,6;10,4;12,7
40-44 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;7;6,5;6,6;6,1;6,1;6,4;5,1;6;5,4;5,8;6,8
40-44 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;6,3;6,2;6;5,8;5,8;6,4;5;5,6;4,9;5,4;6,3
40-44 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;8,6;7,4;7,9;7,1;6,9;6,6;5,3;7,5;7;7,5;8,4
45-49 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;4,1;4;4,4;3,9;4,5;4,1;3,4;3,8;3,6;4,4;4,8
45-49 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;4,2;4;4,3;3,8;4,2;4,1;3,1;4;3,3;4,3;4,8
45-49 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;4;4;4,7;4,3;5;3,9;4,1;3,2;4,3;4,7;5
45-49 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;15,8;14,2;13,7;13,6;13,1;12,1;12,2;10,7;11,2;12,5;13,2
45-49 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;15,7;13,1;13,6;13,5;12,7;11,9;12;9,9;10,2;11,3;12,6
45-49 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;16;16,4;13,9;13,9;14;12,5;12,6;12,6;13,7;15,6;14,7
45-49 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;9,7;8,8;8,8;8,5;8,6;7,9;7,6;7,1;7,2;8,3;8,8
45-49 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;9,5;8,1;8,6;8,2;8,1;7,7;7,3;6,8;6,5;7,6;8,4
45-49 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;10,1;10,3;9,3;9,1;9,5;8,2;8,3;7,9;9;10,2;9,9
50-54 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;6,1;5,6;5,1;5,7;5,1;5,2;4,9;5,3;5,2;5,5;6,5
50-54 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;5,1;5,2;5;5,8;4,8;5,3;5,2;4,8;5,5;5,5;6,2
50-54 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,5;6,7;5,4;5,5;5,7;5;4,3;6,3;4,6;5,5;7,4
50-54 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;20,8;19,2;20,1;18,4;18,4;19,2;15,7;16,4;16,5;17;18,7
50-54 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;20,4;19,1;19,3;18,7;18,4;19,5;15,3;15,2;16,4;16,7;17,8
50-54 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;21,4;19,2;21,5;18;18,5;18,7;16,4;18,6;16,8;17,7;20,5
50-54 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;12,9;11,9;12;11,5;11,2;11,6;9,9;10,4;10,4;10,8;12,2
50-54 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;11,7;11,2;11,2;11,4;10,8;11,5;9,7;9,4;10,4;10,5;11,4
50-54 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;15,1;13,2;13,6;11,8;12,2;11,9;10,4;12,4;10,6;11,4;13,8
55-59 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;8,5;8,5;9;8,5;8,1;8;6,8;7;7,1;7,7;10,5
55-59 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;8,1;8;8,6;8,5;7,5;7,6;6,7;7;6,8;7,3;9,7
55-59 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;9,7;9,5;10;8,6;9,3;8,8;7,1;6,9;7,7;8,7;12,5
55-59 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;31,5;30,1;27,5;26,1;26,4;26,8;24,4;24;23,2;26,9;28,7
55-59 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;28,9;28,9;25,8;25,3;26,1;27,6;24,3;24,2;23,2;27,1;28,8
55-59 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;36,4;32,1;30,4;27,4;26,9;25,6;24,4;23,8;23,2;26,7;28,5
55-59 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;18,6;17,9;17,1;16,2;16,1;16,2;14,5;14,5;14,2;16,2;18,6
55-59 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;16,8;16,7;15,7;15,4;15,1;15,8;13,9;14,1;13,6;15,5;17,7
55-59 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;22,5;20,4;19,9;17,8;18;17,1;15,7;15,3;15,3;17,5;20,3
5-9 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,2;0,2;0,2;0,2;0,4;0,2;0,1;0,1;0,2
5-9 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,2;0,2;0,1;0,2;0,2;0,4;0,2;0,1;0,1;0,2
5-9 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0;0,3;0,2;0,2;0,2;0,1;0,2;0,1;0,1
5-9 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,3;0,2;0,3;0,3;0,1;0,3;0,3;0,2;0,2
5-9 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,1;0,3;0,1;0,3;0,2;0,2;0;0,2;0,2;0,3;0,2
5-9 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,7;0,4;0,7;0,1;0,5;0,3;0,5;0,3;0,6;0,2;0,2
5-9 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,2;0,2;0,3;0,2;0,2;0,2;0,2;0,2;0,2
5-9 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0,2;0,2
5-9 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,5;0,3;0,2;0,4;0,3;0,4;0,2;0,4;0,1;0,1
60-64 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;12,5;11,8;12,2;11,6;11,9;12,2;10,7;11,2;10,7;11,5;15,5
60-64 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;12,2;11,5;11,9;11,2;11,4;12;10,9;10,9;10,3;11,3;15,2
60-64 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;13,4;12,8;12,8;12,5;12,9;12,5;10,3;11,9;11,7;11,9;16
60-64 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;43,2;41;37,8;39,7;38;38,4;37,6;36,7;36;38,1;41,2
60-64 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;41,4;40,8;38,2;39;37,4;37,9;37,7;34,6;35,6;37,6;39,1
60-64 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;46,7;41,5;36,9;40,8;39;39,1;37,3;40,1;36,5;38,8;44,2
60-64 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;25,4;24,1;22,8;23,2;22,7;22,9;21,7;21,6;21,1;22,5;26,1
60-64 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;23,9;23,2;22,3;22,2;21,6;22,1;21,2;20;20;21,3;24,3
60-64 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;28,7;25,9;23,8;25,4;24,8;24,6;22,6;24,9;23,2;24,6;29,4
65-69 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;18,9;18,2;16,2;17,1;16,6;17,9;16;17,8;15,4;19;21,6
65-69 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;18,9;16,7;15,9;18,1;16,2;17,1;15,5;17,3;15,5;19,1;21,7
65-69 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;18,8;22,5;16,9;14,6;17,7;19,8;17,2;19;15,1;18,7;21,4
65-69 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;54,9;50,8;48;49,2;45,6;53,3;48,6;48,9;47,8;52,5;58,9
65-69 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;52;50,1;48,6;48,9;44,8;54,8;50,6;51,1;48,8;52,7;60,7
65-69 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;61,2;52,1;46,6;49,8;47,2;50,3;44,9;45,1;46,1;52,1;55,8
65-69 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;32,3;30,6;28,4;29,5;27,7;31,5;28,5;29,6;27,6;31,6;35,5
65-69 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;30,8;28,9;27,9;29,4;26,6;30,9;28,2;29,4;27,4;31;35,4
65-69 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;35,8;34,8;29,5;29,6;30,2;32,8;29;30,1;28,2;32,8;35,9
70-74 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;30;30,5;30,1;28,6;26,7;26,7;28;24,6;24,7;26;37,7
70-74 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;28,6;30,2;29,4;27,2;26;27,7;28,1;25,6;25,2;25,3;38,1
70-74 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;32,9;31,2;31,7;31,6;28,4;24,1;27,6;22,1;23,5;27,6;36,8
70-74 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;75,9;70,1;73,9;72,6;66,5;66,4;61,2;56,7;63,7;69;81,9
70-74 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;76;70,4;71,4;72,5;71,8;73;62,9;60,3;67,5;69,8;83,7
70-74 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;75,8;69,7;78,9;72,7;56,1;53;57,7;49,6;56,1;67,6;78,5
70-74 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;45,1;43,4;44,2;42,7;39,5;39,7;39,2;35,7;38,2;40,8;52,8
70-74 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;43,9;43;42,6;41,4;40,2;41,9;39,3;36,9;39;39,7;52,8
70-74 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;47,6;44,3;47,6;45,6;38,1;34,6;39;32,7;36,1;43,1;52,9
75-79 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;60,6;54,6;53,5;50,6;49,5;48,7;47,6;47,2;45,7;50,7;57,7
75-79 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;59,5;55,8;54,7;50,3;49,8;51;49,7;47;45,2;52,5;62,3
75-79 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;62,3;52,6;51,3;51,3;49;43,9;43,4;47,7;46,7;46,5;45,9
75-79 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;98,5;95,8;95,2;96,5;97,5;95,3;96,3;95,4;95,3;100,8;110,5
75-79 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;95,1;97,1;95,8;102,7;107,2;107,4;104,6;101,4;103,5;119,5;120,7
75-79 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;103,3;93,7;94,3;86,1;80,9;74,3;81,8;84,6;80;65,7;91
75-79 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;71,4;66,4;65,5;63,8;63,2;61,8;61,2;60,5;59,3;64,5;72,6
75-79 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;69,2;67,2;66,1;64,8;65,6;66,3;64,4;61,3;60,4;69,9;77,7
75-79 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;74,6;65,2;64,5;62;58,7;53,2;55;58,8;56,8;52,5;60,6
80-84 года;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;96,7;94,4;96,7;93,8;98,9;89,8;92,1;83;79,7;90,8;108,5
80-84 года;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;98,3;96,9;98,1;93,9;102,3;91;93,8;85,5;84;96,7;114
80-84 года;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;94,4;90,9;94,7;93,6;94;88;89,1;78,4;71,4;79,5;97,6
80-84 года;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;148,3;149,3;142,9;127,8;146,5;138,6;143,6;135,8;120,6;145;174
80-84 года;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;148,3;149,2;143,8;134,4;152,6;150,9;163,6;156,1;133,2;174;208,2
80-84 года;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;148,2;149,6;141,7;118,9;138,3;121,6;115,7;106,9;102,1;102,2;124,5
80-84 года;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;108,4;107;107,5;101,9;110,3;101,6;104,5;95,6;89,5;103,7;123,8
80-84 года;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;109,9;108,8;108,6;103,3;114;104,8;109,6;101,2;94,9;113,6;134
80-84 года;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;106,4;104,4;105,9;99,8;105;96,6;96,1;86,1;79,7;85,7;104,9
85 и старше;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;188,5;183,4;179,9;182;187,6;190,6;186,8;192,2;187,3;206,3;245,3
85 и старше;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;181,9;176,6;175;185,6;189,1;194,4;195,7;204,9;203,8;220,5;281,3
85 и старше;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;198,8;194,1;187,7;176,3;185,3;185;173,8;173,9;164,2;186,7;196,6
85 и старше;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;216;204,5;218;199,6;218;217;215,6;209,5;211,4;242,1;311,5
85 и старше;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;224,2;216,4;226;211,3;233,6;233,6;237,3;230,3;252,9;303;422,6
85 и старше;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;198,3;178,7;202;178,8;193,3;192,8;185,9;182,1;160,3;174,3;203,2
85 и старше;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;192,5;186,6;186;184,9;192,9;195,4;192;195,4;191,8;213;257,6
85 и старше;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;188,6;183,3;183,8;190;196,9;201,5;203,1;209,5;212,5;234,8;304,5
85 и старше;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;198,7;192,1;189,8;176,7;186,7;186,4;176,1;175,4;163,5;184,2;198
1-4 лет;        Вологодская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,4;0,3;0,4;0,3;0,3;0,2;0,4;0,4;0,2;0,3;0,2
1-4 лет;        Вологодская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,2;0,3;0,4;0,2;0,2;0,3;0,4;0,1;0,2;0,3
1-4 лет;        Вологодская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,5;0,5;0,2;0,5;0,3;0,6;0,6;0,5;0,5;0,2
1-4 лет;        Вологодская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,7;0,2;0,6;0,6;0,3;0,5;0,3;0,3;0,3;0,1;0,2
1-4 лет;        Вологодская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,1;0,4;0,6;0,3;0,5;0,2;0,2;0,2;0,1;0,2
1-4 лет;        Вологодская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;1,3;0,5;1,2;0,6;0,3;0,6;0,4;0,5;0,6;0,2;0,2
1-4 лет;        Вологодская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,6;0,3;0,5;0,5;0,3;0,4;0,3;0,4;0,3;0,2;0,2
1-4 лет;        Вологодская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,2;0,4;0,5;0,3;0,3;0,3;0,3;0,2;0,2;0,2
1-4 лет;        Вологодская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,9;0,5;0,8;0,4;0,4;0,5;0,5;0,5;0,5;0,3;0,2
0;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;8;10,3;9,2;6,7;6,5;5,4;3,6;4,1;3,8;4,6;3,8
0;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;7,9;9,5;8,8;6,2;6,3;5,3;3;4;3;4,2;3,3
0;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,3;12,4;10,3;7,9;7,2;6,1;5,9;4,5;6,7;6;5,7
0;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;10,2;11,9;10,6;9,1;6,7;6,1;4,7;6;4,3;5,2;7,3
0;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;9,7;11,3;10,9;9,3;6,3;5,7;4,2;4,5;3,7;4,4;7,5
0;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;11,5;13,5;10;8,6;7,9;7,5;6,4;11;6,4;7,7;6,4
0;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;9,1;11,1;9,9;7,9;6,6;5,8;4,2;5,1;4,1;4,9;5,6
0;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;8,8;10,4;9,8;7,8;6,3;5,5;3,6;4,3;3,3;4,3;5,5
0;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;9,9;13;10,1;8,3;7,6;6,8;6,1;7,8;6,6;6,9;6,1
10-14 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,2;0,2;0,2;0,1;0,2;0,2;0,3;0,2;0,2;0,2
10-14 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,1;0,1;0,2;0,1;0,1;0,2;0,2;0,2;0,1;0,2;0,2
10-14 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,3;0,4;0,3;0,2;0,2;0,4;0,2;0,1;0,2
10-14 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,4;0,4;0,5;0,3;0,4;0,4;0,3;0,2;0,4
10-14 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,3;0,4;0,5;0,3;0,3;0,3;0,2;0,2;0,3
10-14 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,8;0,3;0,5;0,1;0,6;0,6;0,3;0,3;0,6
10-14 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,3;0,3;0,3;0,2;0,3;0,3;0,2;0,2;0,3
10-14 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,2;0,3;0,3;0,2;0,3;0,3;0,2;0,2;0,3
10-14 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,6;0,3;0,4;0,2;0,4;0,5;0,3;0,2;0,4
15-19 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,4;0,5;0,6;0,4;0,4;0,5;0,4;0,3;0,3;0,5;0,4
15-19 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,4;0,6;0,4;0,4;0,5;0,3;0,3;0,3;0,3;0,3
15-19 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,7;0,6;0,6;0,3;0,4;0,4;0,4;0,3;0,4;0,9;0,6
15-19 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;1;0,9;1,1;1;0,8;0,8;0,7;0,7;0,5;0,8;0,8
15-19 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,7;0,7;1;1;0,8;0,7;0,6;0,7;0,5;0,7;0,5
15-19 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;1,8;1,4;1,4;1;1;1,3;0,8;0,9;0,7;1,1;1,6
15-19 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,7;0,7;0,9;0,7;0,6;0,6;0,5;0,5;0,4;0,7;0,6
15-19 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,6;0,8;0,7;0,6;0,6;0,5;0,5;0,4;0,5;0,4
15-19 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;1,3;1;1;0,7;0,7;0,9;0,6;0,6;0,5;1;1,1
20-24 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,6;0,6;0,5;0,5;0,5;0,3;0,5;0,2;0,5;0,4;0,6
20-24 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,6;0,5;0,5;0,4;0,4;0,3;0,4;0,2;0,4;0,4;0,5
20-24 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,7;0,8;0,8;0,8;0,7;0,4;0,7;0,3;0,7;0,4;0,7
20-24 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;1,9;1,8;1,5;1,8;1,4;1,2;1,1;1;1,3;1,3;1,2
20-24 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;1,6;1,5;1,1;1,5;1,3;0,9;1;1;1,1;1,2;1
20-24 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;3,2;3;3,3;3;2;2,4;1,6;1,3;1,9;1,7;2,1
20-24 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;1,3;1,2;1;1,2;0,9;0,8;0,8;0,6;0,9;0,9;0,9
20-24 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;1,1;1;0,8;1;0,8;0,6;0,7;0,6;0,8;0,8;0,7
20-24 лет;        Волгоградская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;2;1,9;2,1;1,9;1,3;1,4;1,2;0,8;1,3;1,1;1,4
25-29 лет;        Волгоградская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;1,2;1;0,8;0,9;0,8;0,7;0,6;0,8;0,6;0,4;0,7
25-29 лет;        Волгоградская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;1,1;0,9;0,7;0,8;0,7;0,7;0,6;0,7;0,6;0,4;0,6
25-29 лет;        Волгоградская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;1,7;1,3;1,2;1,3;1;0,8;0,8;1,1;0,7;0,4;1,1
25-29 лет;        Волгоградская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;3,1;2,9;2,6;3;2,5;2,4;1,7;1,6;1,6;1,4;1,6
25-29 лет;        Волгоградская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;2,9;2,6;2,2;2,8;2,3;2,3;1,4;1,6;1,6;1,4;1,6
25-29 лет;        Волгоградская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;3,7;3,8;3,6;3,6;3;3;2,7;1,7;1,8;1,7;1,6
25-29 лет;        Волгоградская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;2,2;1,9;1,7;1,9;1,6;1,6;1,2;1,2;1,1;0,9;1,2
25-29 лет;        Волгоградская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;2;1,7;1,5;1,8;1,5;1,5;1;1,2;1,1;0,9;1,1
