Возраст матери;Субъект;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
50-54 лет;        Ростовская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0
15-19 лет;        Рязанская область;все население;58,5;55,5;50,4;49,1;49,2;45;41,8;36;37,2;29,5;26,7;26,7;26,8;27,2;27,4;26,6;26,7;27,3;27,7;25,1;24,8;24,1;25;23,2;22,6;22,4;19,4;16,7;13,6;10,8;12,1;10,9
15-19 лет;        Рязанская область;городское население;49,3;47,1;43;41,7;44,9;40,3;37,2;31,8;30,8;24,1;20,2;21,1;21,3;21,9;22,8;21,6;21,1;21;20,7;17,9;18,3;17,3;16,8;16,5;16,5;16,4;13,6;12,9;9,5;8,7;9,9;9,2
15-19 лет;        Рязанская область;сельское население;88,6;81,7;72,3;69,9;60,9;58,2;55,2;48,1;56,4;46,5;47,8;45,3;44,8;43,5;40,4;39,9;42,2;45,5;48,9;47,2;44,6;44,2;49,1;43,4;40,9;40,3;36,7;27,7;25,7;17,1;18,6;15,7
20-24 лет;        Рязанская область;все население;152,8;139,8;128,4;114;114,1;109,3;103,3;97,3;97,7;94,5;93,5;94,5;96,9;97,3;93;89,9;86,8;87,8;88,1;85,9;84,3;83,7;84,2;81,1;80,6;81;83,2;73,3;71,6;65,2;63,5;56,8
20-24 лет;        Рязанская область;городское население;143,7;132,5;121;102,8;105,8;101,9;98,5;94;93,8;88,6;88,7;88,6;88,9;88,5;83;78,7;77,4;76,8;76,8;73,5;70,3;68,2;65,8;63,5;61,1;63,9;69;62,1;64,5;62,6;62,7;55,1
20-24 лет;        Рязанская область;сельское население;179,9;161,7;150,3;147,5;139,8;132,4;118,2;107,6;109,9;113,1;109,2;114,6;125,3;129,2;128,6;128,6;117,9;122,7;122,3;122,9;127,3;133,7;146,9;144,7;153,9;144,1;131,8;108,2;92,2;72,4;65,7;61,3
25-29 лет;        Рязанская область;все население;87,9;75,8;64,6;56,3;56,2;57;56,5;55,5;57,7;56;56,5;61,2;63,7;70,9;71,5;71,6;70,7;82,4;87,4;87,3;91,5;91,3;101,1;102,9;103;107;110,8;96,3;91,9;84,6;82,8;80,4
25-29 лет;        Рязанская область;городское население;85,7;71,2;59,7;52,6;52,4;54,2;53;54,6;56,2;53;54,1;59,5;61,6;68,8;69,4;70;68,4;77,9;82,6;82,4;84,7;84,3;90;92,2;91,4;96,4;100,4;87,6;84,1;80,2;80,5;80,1
25-29 лет;        Рязанская область;сельское население;94,4;88,6;77,9;65,8;66;64,3;66;58;61,9;64,9;63,9;66,5;70,6;77,8;78,6;76,9;78,4;97,9;103,1;103,5;113,4;113,2;135;135,7;138,9;141,7;147,1;129,4;124;103,3;92,2;81,2
30-34 лет;        Рязанская область;все население;41;34,7;27,5;24,6;24;23,7;25,3;24,2;25,8;26,4;26,7;30;34,4;37,2;39,3;39;42,3;48,5;54;57,1;60,7;61,6;66,7;68,3;74,8;79,1;84;73,4;71,6;66,6;61,4;58,3
30-34 лет;        Рязанская область;городское население;38,9;32,2;26,2;22,7;22,2;22,3;25;23,3;24,7;25,3;25,4;29,3;34,8;36;39,5;38,8;41,5;47,6;53,3;55,4;56,7;59,2;61,9;62,2;69;73,6;78,5;70,4;66,7;66,9;59,8;56,3
30-34 лет;        Рязанская область;сельское население;47,4;42,1;31,4;30,1;29,1;27,7;25,9;26,4;28,6;29,5;30,1;31,9;33,3;40,7;38,6;39,4;44,7;51,4;56,3;62,7;73,2;69,3;81,7;87,6;93,4;97,2;102,3;83,8;89,4;65,4;68;66,7
35-39 лет;        Рязанская область;все население;16;13,6;10,2;9,1;8,3;8,2;8,4;7,7;8,1;8,2;9,3;9,8;10,7;12,9;14,6;14;15,2;18,2;23,3;23,2;24,7;25,7;29,1;31,8;34,6;34,9;37,1;35,4;35,7;34;35,2;32,3
35-39 лет;        Рязанская область;городское население;14,1;11,4;8,6;7,4;7,2;6,9;7,2;6,8;7,1;7,5;8,4;9,3;10;12,7;13,1;13,2;14,5;17,7;22,2;22,5;23,9;24;27,4;29,9;32,6;32,9;36,3;35,4;34;33,4;34,4;31,6
35-39 лет;        Рязанская область;сельское население;22,5;21;15,3;14,5;11,6;12;12,1;10,3;10,8;10,1;11,6;11,1;12,6;13,3;18,9;16,4;17;19,4;26,2;25,5;27;30,5;34,1;37,9;41;41,3;39,9;35,6;41,6;36,1;38;35,1
40-44 лет;        Рязанская область;все население;3,4;3,2;2,5;1,9;2,3;1,8;1,8;1,6;2,1;1,9;1,6;1,6;1,6;1,6;2,1;2,2;2,1;3,1;3,5;4,4;4,4;5,6;5,7;6;6,8;6,5;8,5;7,6;6,5;7,7;7,2;7,5
40-44 лет;        Рязанская область;городское население;2,7;2,3;1,8;1,3;1,6;1,3;1,3;1,2;1,7;1,6;1;1,4;1,2;1,5;1,7;2,1;1,9;2,7;3,7;4,2;4,3;5,6;5;6;6,8;6,5;8,5;8;6,9;8,4;6,9;7,3
40-44 лет;        Рязанская область;сельское население;5,9;6;4,9;4,1;4,4;3,7;3,7;2,9;3,4;2,7;3,3;2,3;2,5;2;3;2,4;2,5;4,2;2,8;4,8;4,6;5,7;7,6;5,9;7;6,5;8,5;6,4;5,3;5,7;8,1;8,2
45-49 лет;        Рязанская область;все население;0,1;0,1;0,1;0,1;0,1;0;0,1;0;0,1;0,1;0,2;0,1;0,1;0;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,2;0,3;0,2;0,3;0,1;0,3;0,3;0,4;0,5
45-49 лет;        Рязанская область;городское население;0;0,2;0,1;0;0,1;0;0,1;0;0,1;0,1;0,2;0;0,1;0;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,2;0,2;0,2;0,3;0,1;0,2;0,3;0,4;0,6
45-49 лет;        Рязанская область;сельское население;0,2;0,1;0,3;0,1;0,1;0,2;0,2;0,1;0,3;0;0,2;0,2;0,1;0,1;0,1;0,4;0;0,1;0,3;0,1;0,1;0,3;0,2;0;0,5;0,4;0,1;0;0,3;0,3;0,3;0,2
50-54 лет;        Рязанская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0,1;0;0
50-54 лет;        Рязанская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0,1;0;0
50-54 лет;        Рязанская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Самарская область;все население;49;49,1;46,9;45,3;46,4;41,3;34,3;30,4;28,3;24;22,7;21,1;23,7;24,4;24,7;25,6;25,1;25,2;25,7;23,2;21,1;22,1;20,8;21,6;21,4;20,3;17,3;14,7;13,4;11,7;11,5;11,4
15-19 лет;        Самарская область;городское население;44,7;44,7;41,7;41;42,1;37,3;30,7;27,2;25;20,5;19,5;18,2;20,5;21,7;21,5;22,8;22,1;21,7;21,5;19,7;18,1;18,3;17,5;18,3;17,6;18;15,3;12,6;11,5;10;10,3;9,6
15-19 лет;        Самарская область;сельское население;73,1;72,5;72,7;65,9;66,5;59,8;51,3;45,4;43,6;40,5;38;35,8;39,1;36,2;37;35,6;35,4;37,4;40,8;36,1;32,7;37,9;34,4;34,8;35,8;28,7;24,6;22,1;20,2;17,8;16,1;18,3
20-24 лет;        Самарская область;все население;150,1;138,5;127,6;115,9;114,2;106,3;96,3;90,6;87,8;84,4;84,5;85,9;93,3;94;91,2;84,8;84,6;82,9;85,2;81,8;79,5;77,9;80,3;79,2;82,3;81,7;79,7;72,9;70,1;66,9;65,7;64,3
20-24 лет;        Самарская область;городское население;139,3;127;116,8;107,1;104,3;98,7;90,3;85,1;81,7;78,7;78,5;79,8;87,3;87,8;85,2;78,5;77,6;75,4;77,5;73,9;72,7;70,5;71,7;69,3;71,7;74,9;73,8;68,8;66,6;64,5;64,1;62,9
20-24 лет;        Самарская область;сельское население;207,7;200,4;185,4;162,9;168,2;147,6;129,1;120,1;120,8;115;116,6;119,1;127,7;128,5;122,8;116,4;117,5;116,9;119,1;116,5;109,6;111,3;120,7;127,6;135,2;114,1;105,8;89,2;83,1;75,6;71,2;69,1
25-29 лет;        Самарская область;все население;85,7;73,4;64,5;59,7;62,1;59,4;57,7;56,9;61;57,7;61,8;65,1;71,8;76,4;79,5;75,2;78;83,4;89,9;90,6;95,9;94,7;102,3;105;106,5;112,2;112,5;98,6;96,5;89,2;87,2;92,3
25-29 лет;        Самарская область;городское население;82,8;70;60,6;56,3;58,6;56,1;55,1;54,7;58,8;55,4;60;63,4;70,7;75,5;78,6;74;76,8;80,6;87,3;88,6;92,8;92,5;99,3;100,8;102,2;112;112,3;96,8;93,2;87,4;85,3;90,9
25-29 лет;        Самарская область;сельское население;99,3;89,2;82,3;75,3;77,5;74,9;70,4;67,8;72,3;69,6;71,4;74,2;77,8;81,2;84,4;81,9;84,1;97,9;103;100,9;110,9;105,4;116,8;125,2;127,8;113,5;113,2;107,3;112,9;97,7;95,6;98,3
30-34 лет;        Самарская область;все население;41,9;36,1;31;26,6;26,1;25,4;24,5;25,5;27,3;27;30,6;32,8;38,8;42,5;44;42,1;45,4;50,6;57,1;59,6;63,3;63,8;70,5;74,7;79,1;84,7;86,7;76,5;76;69,1;65,4;67,9
30-34 лет;        Самарская область;городское население;40,8;34,5;29,7;25,6;25,4;24,8;23,6;24,9;26,9;26,6;30,3;32,8;38,7;42,5;44,3;42,5;45,9;50,2;56,5;58,7;62,9;63,6;69,7;74;78,3;86;87,6;77,3;75,7;69,8;64,4;67,4
30-34 лет;        Самарская область;сельское население;47,5;43,9;37,6;31,4;29,2;28;28,3;28,4;29,3;28,8;31,8;33;39,2;42,6;42,6;40,2;42,8;52,7;59,9;64,2;65,5;65,2;75,3;78,7;83,4;77,9;82,1;72,8;77,6;65,5;70,3;70
35-39 лет;        Самарская область;все население;15,4;13,4;10,3;9,2;8,5;8;8,3;7,8;8,8;8,1;9,3;9,7;12,1;14,1;15,1;15,5;16,7;21;22,9;24,9;27,5;28,1;30,9;33,9;36,4;38,6;40,8;36,9;38;36,3;37;37,1
35-39 лет;        Самарская область;городское население;14,7;12,8;9,8;8,5;8,3;7,7;8;7,6;8,5;7,8;9;9,7;12,3;14,1;15,2;15,8;16,8;21,2;22,7;24,5;28,1;28,4;31,3;34;36;39;41,6;36,9;38,1;36,6;36,9;36
35-39 лет;        Самарская область;сельское население;19,9;16,5;12,8;12,7;9,4;9,7;9,6;8,9;10;9,5;10,7;9,6;11,5;13,9;14,5;14,3;16;20,3;23,7;26,6;24,8;26,5;28,8;33,5;38,5;36,4;36,8;36,6;37,1;34,5;37,8;43
40-44 лет;        Самарская область;все население;3,1;2,4;2,3;2;1,6;1,4;1,5;1,4;1,8;1,5;1,5;1,6;1,9;2;2,3;2,4;2,2;3,2;3,6;3,9;4,5;4,9;6,3;6,7;7,1;6,9;8;7,5;8,7;8,4;8,4;8,8
40-44 лет;        Самарская область;городское население;2,8;2,2;2;1,9;1,5;1,3;1,3;1,2;1,7;1,5;1,5;1,6;1,8;2;2,3;2,5;2,4;3,1;3,6;4,1;4,6;5;6,5;6,8;7,2;7,1;8,3;7,7;8,8;8,4;8,7;8,8
40-44 лет;        Самарская область;сельское население;5,4;3,5;3,7;2,8;2,4;2,3;2,7;2,2;2,3;1,5;1,8;1,4;2,1;2,2;2,3;2,1;1,8;3,6;3,8;3,4;3,8;4,7;5,6;6,3;6,9;5,9;6,7;6,4;8,2;8,2;7,2;8,8
45-49 лет;        Самарская область;все население;0,1;0,1;0,1;0,1;0,1;0;0,1;0;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,3;0,2;0,3;0,3;0,5;0,4;0,5;0,5;0,5;0,6
45-49 лет;        Самарская область;городское население;0;0,1;0,1;0;0,1;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,2;0,3;0,3;0,4;0,3;0,5;0,5;0,5;0,5;0,5;0,7
45-49 лет;        Самарская область;сельское население;0,4;0,4;0,2;0,2;0,3;0,1;0,2;0,1;0,1;0;0,1;0;0,1;0;0;0;0,1;0,1;0,1;0,1;0,3;0,3;0,2;0,2;0,1;0,2;0,3;0,2;0,5;0,5;0,5;0,4
50-54 лет;        Самарская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Самарская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0,1;0,1;0;0
50-54 лет;        Самарская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Саратовская область;все население;62;60;57,3;53,1;56,3;50,7;41,6;38,9;35,6;32,5;30,2;28,2;27,7;28,6;28,7;28,3;28,9;29,1;29,5;28,7;26,6;26,1;25,8;26,6;25,6;24,2;20,8;18,1;15,6;14,5;14,1;13,4
15-19 лет;        Саратовская область;городское население;53,8;51,6;49,1;44,6;48,6;43,6;35,3;32,8;29,2;26,8;24,1;21,9;22,2;23,2;23,5;22,8;23,1;22,5;22,4;22,2;20,1;19,7;19,5;19,6;19,3;19,8;16,9;14,4;12,3;12,1;11,8;10,9
15-19 лет;        Саратовская область;сельское население;94,5;92;85,5;79,1;78,8;71,5;59,4;56,2;53,8;49,6;48,9;48,9;45,8;45,1;42,9;42,8;44,6;48;50,9;48,5;46,2;45,1;44;45,9;43;36,3;32;28,9;25,6;21,8;21,1;21,1
20-24 лет;        Саратовская область;все население;161,8;151,6;135,5;119,2;121,3;113,5;104,2;97,9;97,5;94,3;95,7;92,9;93,2;93,1;92,7;86,8;86,6;91,3;91,9;90,2;85,8;83,8;86,6;86,1;83,1;86,3;80,4;75,4;71,2;67,3;64,3;61,9
20-24 лет;        Саратовская область;городское население;144,8;135,7;118,5;103,2;106,8;101,2;95,8;88,4;89,5;87,2;88,5;85,4;85,2;83,7;83,9;76,9;76,8;80;81,5;77,6;73,7;71,2;72,4;69,2;67,4;76,7;72,3;69,3;67,8;65,4;62,3;59,5
20-24 лет;        Саратовская область;сельское население;223;209,5;196,5;176,3;173,5;156,8;132,7;129,4;123,7;117;118,8;117,5;121,3;126,9;124;121,5;119,1;127,2;124,2;129,8;125,3;127,6;138,6;151,1;144,3;122,1;108;94,6;81,4;72,5;69,8;68,5
25-29 лет;        Саратовская область;все население;91,8;79,7;68,9;58,7;61,9;60,2;57,7;56,7;59,8;58,4;61;61,2;67,2;70,2;73,2;71,1;69,8;80,7;85,3;85,9;88;88,9;96,6;96,3;101,4;102,1;98,1;84,4;84,1;77,4;73,5;77,8
25-29 лет;        Саратовская область;городское население;84,5;71,9;61,2;52,5;54,6;54,7;53,7;51,8;54,8;54,5;57,2;57,9;64,4;68,6;71,4;69,3;67;76,8;79,9;80,6;83,9;84,4;91,2;91,6;95,3;101;96,1;82,1;80,7;74,6;72,5;77,1
25-29 лет;        Саратовская область;сельское население;114,9;104,7;93,2;77,9;84,7;77;69,9;71,9;75,6;71,2;73,2;72,1;76,7;75,7;79,5;77,7;79,6;94,5;104;104,5;102,4;104,7;115,9;113,6;124,7;106,3;106,4;94,4;99,6;90;77,6;80,4
30-34 лет;        Саратовская область;все население;45;37,9;31,3;25,4;25,5;25,4;25,4;25,3;27,8;26,6;28,7;30,2;32,7;35,3;37,3;35,7;38,8;47;51;53,8;56,3;55,8;63,1;66,8;70;71,7;72,5;64,3;63,3;59,5;57,2;57
30-34 лет;        Саратовская область;городское население;41,1;34,4;28,8;23,4;23,2;23,3;24;23,1;25,8;25,6;27,7;29,1;32,6;34,8;37,6;35,7;38,3;45,8;49,3;52,3;55,3;55;61,5;64,8;68,2;73,5;74,5;65,8;63,3;60,5;57;56,2
30-34 лет;        Саратовская область;сельское население;57,6;49,3;39,5;31,9;32,5;31,9;29,6;31,6;33,6;29,4;31,5;33,5;33,1;36,8;36,5;35,9;40,4;51,1;56,8;59,1;59,9;58,5;68,7;74,4;77;64,4;64,4;58,1;62,9;55,2;57,9;60,9
35-39 лет;        Саратовская область;все население;16,1;14,4;11,3;9,3;8,7;8,3;8,6;7,9;8,3;8,3;8,5;8,9;10;11,2;12,4;12,4;13,7;16,8;19,3;20,7;22,4;23,4;27,1;28,9;31,9;32;33,4;31,1;31,7;30,3;29,5;31,3
35-39 лет;        Саратовская область;городское население;14,3;12,6;10;8;7,4;7,6;7,5;6,8;7,4;8;7,8;8,6;9,4;11,1;12,4;12,1;13,6;17,1;18,5;20,3;22,5;23,1;27,5;28,8;31,5;32,2;34,4;31,3;32,1;30,9;29,5;31,7
35-39 лет;        Саратовская область;сельское население;23,1;21,1;15,9;13,7;13;10,5;11,6;11,3;10,8;9,5;10,5;9,6;11,6;11,5;12,4;13,5;14,1;15,7;22;21,8;22;24,5;25,8;29,2;33,3;31,3;29,6;30,4;30,3;27,8;29,7;29,9
40-44 лет;        Саратовская область;все население;3,4;3,1;2,4;1,9;1,9;1,6;1,7;1,4;1,8;1,6;1,5;1,6;1,7;1,9;1,7;1,8;1,9;2,6;2,9;3,1;3,8;4;4,9;5,4;5,7;6,1;6,1;6,2;6,4;6,5;6,6;6,5
40-44 лет;        Саратовская область;городское население;2,6;2,4;1,7;1,6;1,4;1,1;1,5;1;1,6;1,5;1,4;1,4;1,6;1,7;1,6;1,8;1,9;2,8;2,9;2,9;3,6;3,9;4,9;5,3;5,7;5,9;6,1;6,2;6,3;6,5;6,8;6,6
40-44 лет;        Саратовская область;сельское население;6,7;6;5,3;3;3,6;3,2;2,3;2,6;2,4;2,1;2;2;2,2;2,4;1,8;1,6;1,9;2,1;2,9;3,5;4,3;4,2;5;5,6;5,6;6,6;6,2;6,1;6,7;6,5;5,8;5,8
45-49 лет;        Саратовская область;все население;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,2;0,2;0,3;0,2;0,2;0,3;0,4;0,3;0,3
45-49 лет;        Саратовская область;городское население;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0,1;0,1;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,2;0,3;0,3;0,2;0,3;0,5;0,3;0,3
45-49 лет;        Саратовская область;сельское население;0,1;0,3;0,2;0,4;0,4;0,2;0,1;0,1;0;0;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,2;0,2;0,1;0,3;0,1;0,3;0,1;0,2;0,3;0,3;0,2;0,3
50-54 лет;        Саратовская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0
50-54 лет;        Саратовская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1;0
50-54 лет;        Саратовская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Сахалинская область;все население;68,2;63,4;55,5;48,1;52,8;51;46,4;40,8;41,5;36,3;34,9;35,2;32,8;35,9;34,6;36,6;38,6;41,8;44,8;43,4;38,8;33,1;27,8;36,5;34,2;30,2;29,1;29,1;22,4;19,4;18,1;21
15-19 лет;        Сахалинская область;городское население;63;60,1;52,6;45,6;50,2;49,5;44,8;39,2;40,8;36,1;33,4;33,5;30,6;33,4;34,1;32,7;32,5;36;40,1;37,1;34,7;29,3;24,3;30,4;30,9;27;26,2;26,9;21,3;18,4;18;19,8
15-19 лет;        Сахалинская область;сельское население;108,1;88;75,4;63,1;67,4;59,1;55,7;50,1;46,1;37,6;45,2;47,6;49,1;54,7;37,3;51,6;63,2;66,8;66,2;71,9;57,5;51,3;45,7;68,8;51,6;47,1;44,6;40,7;28,3;24,5;18,4;27,4
20-24 лет;        Сахалинская область;все население;155,9;141,2;129,7;111,2;109,8;106,1;103,2;93,2;98,7;88,8;89,5;93,6;98,6;101,6;102,5;98,9;96;94,7;95,8;94,4;92;93,8;105,5;104,3;114,2;113,8;113;100,6;92,9;91,6;93,5;85,5
20-24 лет;        Сахалинская область;городское население;152,5;138,1;122,8;106,4;104,7;102,5;101,4;91,6;99,5;92,7;90,6;94,9;100;98,2;104,1;89,3;86,7;85,5;87,2;86,7;82,9;84,9;94,8;92,1;100,1;105,9;107,5;97,4;89,4;92,1;95,3;88,4
20-24 лет;        Сахалинская область;сельское население;176,6;161,4;177,2;145,8;148,6;134;116,8;105;92,9;61,5;81,6;84,5;88,7;126;93,9;139,2;136,4;135,2;134,6;129,5;135,5;140;167,3;182,7;211,5;167,6;148,4;119,9;113;88,5;83,9;70,5
25-29 лет;        Сахалинская область;все население;85,3;74,6;60,4;52,7;57,9;53,9;60;57,8;61,5;56,6;66,7;65,7;71,2;75,9;83,3;80,1;78,9;83,7;89,9;89,7;92,8;89,6;98,7;103,9;114,6;120,4;138,1;128,2;123,1;127,2;133,3;121,5
25-29 лет;        Сахалинская область;городское население;84,9;73,8;60,4;50,7;57,1;53,9;60,1;57,8;61,9;58,1;67,7;65,6;72,9;74,3;87,2;78,3;75,6;79,5;85,9;85,5;91,1;86,1;94,3;98,4;109,5;120,6;135,6;125,5;120;124,5;133;122,8
25-29 лет;        Сахалинская область;сельское население;87,5;79,3;61;64,4;62,6;54,1;59,7;58,1;58;44,9;57,5;66,2;57,6;88,1;61,6;87,3;92,7;102,6;108,1;109,2;100,6;107,3;122,6;135,7;145,6;119,4;154,5;146,6;145,8;145,9;135,4;113,7
30-34 лет;        Сахалинская область;все население;51,4;39,9;33,2;27,3;27;26,2;27,6;28;29,4;30,1;35,3;38,2;42,2;45,2;47,8;49,8;47,7;52,8;57,1;57,4;58;61,7;69;75,9;79,1;87,3;93,4;90,3;91,8;92,8;91;96,8
30-34 лет;        Сахалинская область;городское население;51,2;40;33,1;27,1;26,3;25,7;27,3;28,5;30,5;31,1;36,3;39,7;42,4;46,3;51;49;47,3;51,2;55,4;56,4;57,3;60,5;68;73,1;76,7;86,3;92,8;90,2;89,8;92,9;89,8;95,9
30-34 лет;        Сахалинская область;сельское население;52,2;39,8;33,9;28,3;31;29,2;29;24,3;21,5;23,1;27,9;26,5;40,6;35,7;29,3;53,4;49,5;60,2;64,8;62,2;61,8;67,9;74,4;91,5;92,7;93,3;97,7;90,8;105,4;92,2;99,7;103,7
35-39 лет;        Сахалинская область;все население;22,9;17,2;13,7;10,7;9,8;9,5;10,3;10,8;11,9;11,3;12,4;12,6;14,8;15,5;17,9;18,8;19,7;24,5;25,3;27,2;27,8;29,4;35,1;34,5;40,9;43,2;46,3;44,2;45,6;47,2;45,7;48,5
35-39 лет;        Сахалинская область;городское население;22,4;16,6;13,1;10,8;9,5;9,7;10,7;10,5;12,3;11,1;12,7;12,8;15,6;15,6;19,6;18,3;19,6;24;25,6;27,1;28,2;29;34,7;33,2;39,5;42,5;47,6;43,4;45;47,6;46,1;48,2
35-39 лет;        Сахалинская область;сельское население;26;20,6;17;10,2;11,8;8,4;7,9;12,4;9;12,7;10,1;10,7;9,4;14,7;9;20,8;20,3;26,8;23,5;27,7;26;31,5;37,3;41,6;49,3;47,7;38,9;49,4;49,4;44,2;42,7;51
40-44 лет;        Сахалинская область;все население;4,9;4;3,3;2,5;2,2;1,6;1,9;1,4;2,4;2,1;2,3;2;2,6;2,9;2,8;2,6;2,1;2,8;4,7;4,9;5;5,9;6,3;6,7;9,2;8,1;8,3;9,8;10,7;10,3;8,9;11,2
40-44 лет;        Сахалинская область;городское население;4,7;3,7;3,3;2,4;1,9;1,5;1,9;1,3;2,4;2,1;2,3;1,9;2,6;2,9;3,1;2,8;2;3,1;5,2;5;5,3;6,5;7;6,6;9,1;8,8;8,3;10;10,2;10,3;8,5;11
40-44 лет;        Сахалинская область;сельское население;6,3;5,9;3,7;2,9;3,7;2,2;2,3;2,2;2,8;1,9;2;2,4;2,6;3,1;1,7;1,7;2,1;1,4;2,8;4,6;3,7;3,4;3,1;6,9;10;4,1;7,7;8,5;13,8;9,8;11,1;12,3
45-49 лет;        Сахалинская область;все население;0,2;0,3;0,1;0,2;0,1;0,1;0;0,1;0,1;0,2;0,2;0,2;0,1;0,2;0,3;0,1;0,2;0,1;0;0,2;0,1;0,1;0,1;0,3;0,4;0,3;0,3;0,3;0,3;0,2;0,5;0,5
45-49 лет;        Сахалинская область;городское население;0,1;0,4;0,1;0,1;0,1;0,1;0;0;0,1;0,2;0,2;0,2;0,1;0,1;0,3;0,1;0,2;0,1;0,1;0,2;0,1;0,1;0,1;0,3;0,5;0,3;0,3;0,4;0,3;0,3;0,6;0,4
45-49 лет;        Сахалинская область;сельское население;0,5;0;0;0,4;0;0;0;0,3;0;0,3;0,3;0;0,3;0,6;0;0;0;0;0;0;0,3;0;0;0,3;0;0;0,4;0;0,7;0;0,4;0,7
50-54 лет;        Сахалинская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;0;0;0,1;0,1
50-54 лет;        Сахалинская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0,1;0;0,1;0;0;0,1;0,1
50-54 лет;        Сахалинская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0
15-19 лет;        Свердловская область;все население;54,1;51,9;47,7;46,7;49,6;43,4;37,4;34,5;33,5;29,3;27,4;27,6;29,8;30,3;31,2;31,2;33,5;33,9;35,3;33,1;30,8;30,2;31,3;29,6;29,7;26,6;23,1;20,1;16,5;15;14,6;14,6
15-19 лет;        Свердловская область;городское население;49,8;47,4;43,6;43,2;46,6;40,7;34,7;32;30,7;26,3;24,6;25,3;27,3;27,6;28,7;27,3;29,2;29,2;30,2;27,5;25,6;24,8;26,6;24,8;25,2;23,3;19,9;17,6;14,5;13,5;13,3;13,1
15-19 лет;        Свердловская область;сельское население;97,4;94,1;83,6;74,1;73,3;65,1;59;53,8;55,8;53,1;50,1;46,7;50;51,1;46,7;50,4;54,7;57,5;62,1;63,9;61,2;62,2;59,3;57,8;55,7;45,5;41;34,4;28,2;23,4;22,2;23
20-24 лет;        Свердловская область;все население;144,8;131;118,8;109,4;114,7;106,2;100,4;93,9;95,3;87,7;87,9;91,5;94,4;94;93,6;87,9;88,3;89;92,8;94,4;90,9;90,9;95,1;93,7;93,6;92;87,6;80,9;78,3;74,6;73,6;73
20-24 лет;        Свердловская область;городское население;137;123,3;111,7;102,8;109,4;101,4;96,3;90,8;91;83,3;83,8;88;89,7;89,3;90,5;81,7;81,1;80,2;83,6;85;81,5;81,3;85,8;83,2;82,5;84,3;81,6;76,4;74,6;72,1;71,4;70
20-24 лет;        Свердловская область;сельское население;211,9;198,4;182,4;170,6;166,9;154,9;141,1;122,5;134,9;128,4;125,4;124,5;138,5;137,8;116;124,9;130,1;140,3;146,8;149,6;147,8;150,5;157,6;168,6;176,1;148,5;129,3;109,2;100,1;88,7;85,2;89,5
